country_code,year,indicator_code,value
ABW,1991,NY.GDP.PCAP.CD,13233.9905169683
ABW,1992,NY.GDP.PCAP.CD,13892.6051427736
ABW,1993,NY.GDP.PCAP.CD,14700.9598081521
ABW,1994,NY.GDP.PCAP.CD,16055.2877874337
ABW,1995,NY.GDP.PCAP.CD,16548.7173868987
ABW,1996,NY.GDP.PCAP.CD,16620.9545555513
ABW,1997,NY.GDP.PCAP.CD,17750.0095644198
ABW,1998,NY.GDP.PCAP.CD,18828.0870594071
ABW,1999,NY.GDP.PCAP.CD,19216.1972354472
ABW,2000,NY.GDP.PCAP.CD,20681.0230269625
ABW,2001,NY.GDP.PCAP.CD,20740.1325828172
ABW,2002,NY.GDP.PCAP.CD,21307.2482505267
ABW,2003,NY.GDP.PCAP.CD,21949.4859960868
ABW,2004,NY.GDP.PCAP.CD,23700.6319899197
ABW,2005,NY.GDP.PCAP.CD,24171.8371325422
ABW,2006,NY.GDP.PCAP.CD,24845.65848362
ABW,2007,NY.GDP.PCAP.CD,26736.3089444046
ABW,2008,NY.GDP.PCAP.CD,28171.9094008501
ABW,2009,NY.GDP.PCAP.CD,25134.7712303589
ABW,2010,NY.GDP.PCAP.CD,24093.1401510626
ABW,2011,NY.GDP.PCAP.CD,25712.3843015186
ABW,2012,NY.GDP.PCAP.CD,25119.6655449838
ABW,2013,NY.GDP.PCAP.CD,25813.5767274227
ABW,2014,NY.GDP.PCAP.CD,26129.8390617693
ABW,2015,NY.GDP.PCAP.CD,27458.2253310273
ABW,2016,NY.GDP.PCAP.CD,27441.5296617282
ABW,2017,NY.GDP.PCAP.CD,28440.051963759
ABW,2018,NY.GDP.PCAP.CD,30082.1276448186
ABW,2019,NY.GDP.PCAP.CD,31096.2050738676
ABW,2020,NY.GDP.PCAP.CD,22855.9323200761
ABW,2021,NY.GDP.PCAP.CD,27200.0610793969
ABW,2022,NY.GDP.PCAP.CD,30559.5335346581
ABW,2023,NY.GDP.PCAP.CD,33984.7906198041
ABW,2024,NY.GDP.PCAP.CD,
ABW,1991,SL.UEM.TOTL.ZS,
ABW,1992,SL.UEM.TOTL.ZS,
ABW,1993,SL.UEM.TOTL.ZS,
ABW,1994,SL.UEM.TOTL.ZS,
ABW,1995,SL.UEM.TOTL.ZS,
ABW,1996,SL.UEM.TOTL.ZS,
ABW,1997,SL.UEM.TOTL.ZS,
ABW,1998,SL.UEM.TOTL.ZS,
ABW,1999,SL.UEM.TOTL.ZS,
ABW,2000,SL.UEM.TOTL.ZS,
ABW,2001,SL.UEM.TOTL.ZS,
ABW,2002,SL.UEM.TOTL.ZS,
ABW,2003,SL.UEM.TOTL.ZS,
ABW,2004,SL.UEM.TOTL.ZS,
ABW,2005,SL.UEM.TOTL.ZS,
ABW,2006,SL.UEM.TOTL.ZS,
ABW,2007,SL.UEM.TOTL.ZS,
ABW,2008,SL.UEM.TOTL.ZS,
ABW,2009,SL.UEM.TOTL.ZS,
ABW,2010,SL.UEM.TOTL.ZS,
ABW,2011,SL.UEM.TOTL.ZS,
ABW,2012,SL.UEM.TOTL.ZS,
ABW,2013,SL.UEM.TOTL.ZS,
ABW,2014,SL.UEM.TOTL.ZS,
ABW,2015,SL.UEM.TOTL.ZS,
ABW,2016,SL.UEM.TOTL.ZS,
ABW,2017,SL.UEM.TOTL.ZS,
ABW,2018,SL.UEM.TOTL.ZS,
ABW,2019,SL.UEM.TOTL.ZS,
ABW,2020,SL.UEM.TOTL.ZS,
ABW,2021,SL.UEM.TOTL.ZS,
ABW,2022,SL.UEM.TOTL.ZS,
ABW,2023,SL.UEM.TOTL.ZS,
ABW,2024,SL.UEM.TOTL.ZS,
AFE,1991,NY.GDP.PCAP.CD,864.563865250914
AFE,1992,NY.GDP.PCAP.CD,733.243855634055
AFE,1993,NY.GDP.PCAP.CD,709.659254937363
AFE,1994,NY.GDP.PCAP.CD,701.041551520198
AFE,1995,NY.GDP.PCAP.CD,766.820590836759
AFE,1996,NY.GDP.PCAP.CD,747.069673916573
AFE,1997,NY.GDP.PCAP.CD,767.684192170293
AFE,1998,NY.GDP.PCAP.CD,697.352671611013
AFE,1999,NY.GDP.PCAP.CD,670.697829187975
AFE,2000,NY.GDP.PCAP.CD,707.120377674078
AFE,2001,NY.GDP.PCAP.CD,626.169149753934
AFE,2002,NY.GDP.PCAP.CD,625.998816166344
AFE,2003,NY.GDP.PCAP.CD,809.968140498029
AFE,2004,NY.GDP.PCAP.CD,981.744631574583
AFE,2005,NY.GDP.PCAP.CD,1115.71395657647
AFE,2006,NY.GDP.PCAP.CD,1220.00246913408
AFE,2007,NY.GDP.PCAP.CD,1362.31065164416
AFE,2008,NY.GDP.PCAP.CD,1421.11861281885
AFE,2009,NY.GDP.PCAP.CD,1386.59024970969
AFE,2010,NY.GDP.PCAP.CD,1601.72765054704
AFE,2011,NY.GDP.PCAP.CD,1735.58492331253
AFE,2012,NY.GDP.PCAP.CD,1702.9691001504
AFE,2013,NY.GDP.PCAP.CD,1673.22110186487
AFE,2014,NY.GDP.PCAP.CD,1656.16770915726
AFE,2015,NY.GDP.PCAP.CD,1479.61525980543
AFE,2016,NY.GDP.PCAP.CD,1329.80728479234
AFE,2017,NY.GDP.PCAP.CD,1520.21223076132
AFE,2018,NY.GDP.PCAP.CD,1538.90167917284
AFE,2019,NY.GDP.PCAP.CD,1493.81793829992
AFE,2020,NY.GDP.PCAP.CD,1344.10320999294
AFE,2021,NY.GDP.PCAP.CD,1522.3933455926
AFE,2022,NY.GDP.PCAP.CD,1628.31894446307
AFE,2023,NY.GDP.PCAP.CD,1510.74295082335
AFE,2024,NY.GDP.PCAP.CD,1567.63583892828
AFE,1991,SL.UEM.TOTL.ZS,8.17962867204006
AFE,1992,SL.UEM.TOTL.ZS,8.27072384795289
AFE,1993,SL.UEM.TOTL.ZS,8.26632715332635
AFE,1994,SL.UEM.TOTL.ZS,8.13829095077232
AFE,1995,SL.UEM.TOTL.ZS,7.90844555546911
AFE,1996,SL.UEM.TOTL.ZS,7.8239078932856
AFE,1997,SL.UEM.TOTL.ZS,7.78365441542562
AFE,1998,SL.UEM.TOTL.ZS,7.81273363600731
AFE,1999,SL.UEM.TOTL.ZS,7.84987781203905
AFE,2000,SL.UEM.TOTL.ZS,7.78831690275509
AFE,2001,SL.UEM.TOTL.ZS,7.67695520899306
AFE,2002,SL.UEM.TOTL.ZS,7.63233006754872
AFE,2003,SL.UEM.TOTL.ZS,7.58688283691332
AFE,2004,SL.UEM.TOTL.ZS,7.39564818381754
AFE,2005,SL.UEM.TOTL.ZS,7.21879262795258
AFE,2006,SL.UEM.TOTL.ZS,7.15895834527989
AFE,2007,SL.UEM.TOTL.ZS,7.10223115357479
AFE,2008,SL.UEM.TOTL.ZS,7.07670978821918
AFE,2009,SL.UEM.TOTL.ZS,7.15588066169117
AFE,2010,SL.UEM.TOTL.ZS,7.40306130661224
AFE,2011,SL.UEM.TOTL.ZS,7.42793993618157
AFE,2012,SL.UEM.TOTL.ZS,7.18160807948002
AFE,2013,SL.UEM.TOTL.ZS,6.98673270309414
AFE,2014,SL.UEM.TOTL.ZS,6.94701073401333
AFE,2015,SL.UEM.TOTL.ZS,7.03635682492423
AFE,2016,SL.UEM.TOTL.ZS,7.19466599460041
AFE,2017,SL.UEM.TOTL.ZS,7.34633063442169
AFE,2018,SL.UEM.TOTL.ZS,7.3605131044333
AFE,2019,SL.UEM.TOTL.ZS,7.58441879909928
AFE,2020,SL.UEM.TOTL.ZS,8.19139491127414
AFE,2021,SL.UEM.TOTL.ZS,8.57738499231761
AFE,2022,SL.UEM.TOTL.ZS,7.98520225155097
AFE,2023,SL.UEM.TOTL.ZS,7.80636542181197
AFE,2024,SL.UEM.TOTL.ZS,7.77265377493816
AFG,1991,NY.GDP.PCAP.CD,
AFG,1992,NY.GDP.PCAP.CD,
AFG,1993,NY.GDP.PCAP.CD,
AFG,1994,NY.GDP.PCAP.CD,
AFG,1995,NY.GDP.PCAP.CD,
AFG,1996,NY.GDP.PCAP.CD,
AFG,1997,NY.GDP.PCAP.CD,
AFG,1998,NY.GDP.PCAP.CD,
AFG,1999,NY.GDP.PCAP.CD,
AFG,2000,NY.GDP.PCAP.CD,174.930991430166
AFG,2001,NY.GDP.PCAP.CD,138.706821676113
AFG,2002,NY.GDP.PCAP.CD,178.954088379235
AFG,2003,NY.GDP.PCAP.CD,198.871115728727
AFG,2004,NY.GDP.PCAP.CD,221.763653873013
AFG,2005,NY.GDP.PCAP.CD,254.184249149336
AFG,2006,NY.GDP.PCAP.CD,274.218553561575
AFG,2007,NY.GDP.PCAP.CD,376.223152003876
AFG,2008,NY.GDP.PCAP.CD,381.73323802844
AFG,2009,NY.GDP.PCAP.CD,452.053705477043
AFG,2010,NY.GDP.PCAP.CD,560.621505463146
AFG,2011,NY.GDP.PCAP.CD,606.694676337726
AFG,2012,NY.GDP.PCAP.CD,651.417134470046
AFG,2013,NY.GDP.PCAP.CD,637.087099117099
AFG,2014,NY.GDP.PCAP.CD,625.054941813938
AFG,2015,NY.GDP.PCAP.CD,565.569730408751
AFG,2016,NY.GDP.PCAP.CD,522.082215583898
AFG,2017,NY.GDP.PCAP.CD,525.469770891619
AFG,2018,NY.GDP.PCAP.CD,491.337221382603
AFG,2019,NY.GDP.PCAP.CD,496.6025042585
AFG,2020,NY.GDP.PCAP.CD,510.787063366811
AFG,2021,NY.GDP.PCAP.CD,356.496214115892
AFG,2022,NY.GDP.PCAP.CD,357.261152798144
AFG,2023,NY.GDP.PCAP.CD,413.757894705303
AFG,2024,NY.GDP.PCAP.CD,
AFG,1991,SL.UEM.TOTL.ZS,8.07
AFG,1992,SL.UEM.TOTL.ZS,8.011
AFG,1993,SL.UEM.TOTL.ZS,7.888
AFG,1994,SL.UEM.TOTL.ZS,7.822
AFG,1995,SL.UEM.TOTL.ZS,7.817
AFG,1996,SL.UEM.TOTL.ZS,7.867
AFG,1997,SL.UEM.TOTL.ZS,7.863
AFG,1998,SL.UEM.TOTL.ZS,7.89
AFG,1999,SL.UEM.TOTL.ZS,7.903
AFG,2000,SL.UEM.TOTL.ZS,7.935
AFG,2001,SL.UEM.TOTL.ZS,7.953
AFG,2002,SL.UEM.TOTL.ZS,7.93
AFG,2003,SL.UEM.TOTL.ZS,7.88
AFG,2004,SL.UEM.TOTL.ZS,7.899
AFG,2005,SL.UEM.TOTL.ZS,7.885
AFG,2006,SL.UEM.TOTL.ZS,7.914
AFG,2007,SL.UEM.TOTL.ZS,7.817
AFG,2008,SL.UEM.TOTL.ZS,7.878
AFG,2009,SL.UEM.TOTL.ZS,7.754
AFG,2010,SL.UEM.TOTL.ZS,7.753
AFG,2011,SL.UEM.TOTL.ZS,7.784
AFG,2012,SL.UEM.TOTL.ZS,7.856
AFG,2013,SL.UEM.TOTL.ZS,7.93
AFG,2014,SL.UEM.TOTL.ZS,7.915
AFG,2015,SL.UEM.TOTL.ZS,9.052
AFG,2016,SL.UEM.TOTL.ZS,10.133
AFG,2017,SL.UEM.TOTL.ZS,11.184
AFG,2018,SL.UEM.TOTL.ZS,11.196
AFG,2019,SL.UEM.TOTL.ZS,11.185
AFG,2020,SL.UEM.TOTL.ZS,11.71
AFG,2021,SL.UEM.TOTL.ZS,11.994
AFG,2022,SL.UEM.TOTL.ZS,14.1
AFG,2023,SL.UEM.TOTL.ZS,13.991
AFG,2024,SL.UEM.TOTL.ZS,13.295
AFW,1991,NY.GDP.PCAP.CD,603.878910231417
AFW,1992,NY.GDP.PCAP.CD,563.310079422004
AFW,1993,NY.GDP.PCAP.CD,570.888638172679
AFW,1994,NY.GDP.PCAP.CD,577.548739357662
AFW,1995,NY.GDP.PCAP.CD,863.950570572512
AFW,1996,NY.GDP.PCAP.CD,1065.68349929557
AFW,1997,NY.GDP.PCAP.CD,1088.99680508614
AFW,1998,NY.GDP.PCAP.CD,1137.74449616425
AFW,1999,NY.GDP.PCAP.CD,521.364734349786
AFW,2000,NY.GDP.PCAP.CD,516.932316255791
AFW,2001,NY.GDP.PCAP.CD,530.653167771193
AFW,2002,NY.GDP.PCAP.CD,616.796032637998
AFW,2003,NY.GDP.PCAP.CD,694.500937581338
AFW,2004,NY.GDP.PCAP.CD,840.252085094615
AFW,2005,NY.GDP.PCAP.CD,1001.60460688173
AFW,2006,NY.GDP.PCAP.CD,1236.62812739554
AFW,2007,NY.GDP.PCAP.CD,1407.64205786994
AFW,2008,NY.GDP.PCAP.CD,1668.84108160758
AFW,2009,NY.GDP.PCAP.CD,1454.72833143498
AFW,2010,NY.GDP.PCAP.CD,1663.96693663873
AFW,2011,NY.GDP.PCAP.CD,1844.1985949993
AFW,2012,NY.GDP.PCAP.CD,1941.36955612659
AFW,2013,NY.GDP.PCAP.CD,2131.66206746081
AFW,2014,NY.GDP.PCAP.CD,2221.01066549765
AFW,2015,NY.GDP.PCAP.CD,1860.72769393488
AFW,2016,NY.GDP.PCAP.CD,1630.03944681121
AFW,2017,NY.GDP.PCAP.CD,1574.23056047232
AFW,2018,NY.GDP.PCAP.CD,1720.14027955102
AFW,2019,NY.GDP.PCAP.CD,1798.34068458315
AFW,2020,NY.GDP.PCAP.CD,1680.03933212698
AFW,2021,NY.GDP.PCAP.CD,1765.9547879785
AFW,2022,NY.GDP.PCAP.CD,1796.66863273368
AFW,2023,NY.GDP.PCAP.CD,1599.39298291654
AFW,2024,NY.GDP.PCAP.CD,1284.15444092323
AFW,1991,SL.UEM.TOTL.ZS,4.15868027881975
AFW,1992,SL.UEM.TOTL.ZS,4.2511017314273
AFW,1993,SL.UEM.TOTL.ZS,4.36980488975891
AFW,1994,SL.UEM.TOTL.ZS,4.39378131016295
AFW,1995,SL.UEM.TOTL.ZS,4.39974946558807
AFW,1996,SL.UEM.TOTL.ZS,4.34069121352357
AFW,1997,SL.UEM.TOTL.ZS,4.31373545449228
AFW,1998,SL.UEM.TOTL.ZS,4.32404850194229
AFW,1999,SL.UEM.TOTL.ZS,4.51215767270693
AFW,2000,SL.UEM.TOTL.ZS,4.55111905984559
AFW,2001,SL.UEM.TOTL.ZS,4.47997712328447
AFW,2002,SL.UEM.TOTL.ZS,4.2858537189934
AFW,2003,SL.UEM.TOTL.ZS,4.18011071095659
AFW,2004,SL.UEM.TOTL.ZS,4.09473808884134
AFW,2005,SL.UEM.TOTL.ZS,4.10069950284306
AFW,2006,SL.UEM.TOTL.ZS,3.97409484853549
AFW,2007,SL.UEM.TOTL.ZS,3.95064260570811
AFW,2008,SL.UEM.TOTL.ZS,3.96854217730079
AFW,2009,SL.UEM.TOTL.ZS,4.000386882162
AFW,2010,SL.UEM.TOTL.ZS,3.9915945374515
AFW,2011,SL.UEM.TOTL.ZS,3.96902733010755
AFW,2012,SL.UEM.TOTL.ZS,3.98216256621059
AFW,2013,SL.UEM.TOTL.ZS,3.70385320108226
AFW,2014,SL.UEM.TOTL.ZS,3.88139571396106
AFW,2015,SL.UEM.TOTL.ZS,4.16446707837468
AFW,2016,SL.UEM.TOTL.ZS,4.15757437388452
AFW,2017,SL.UEM.TOTL.ZS,4.27419620395302
AFW,2018,SL.UEM.TOTL.ZS,4.32363095413829
AFW,2019,SL.UEM.TOTL.ZS,4.39527121076193
AFW,2020,SL.UEM.TOTL.ZS,4.85239270055131
AFW,2021,SL.UEM.TOTL.ZS,4.73673176237333
AFW,2022,SL.UEM.TOTL.ZS,3.65857318082157
AFW,2023,SL.UEM.TOTL.ZS,3.27724546605141
AFW,2024,SL.UEM.TOTL.ZS,3.21831342109344
AGO,1991,NY.GDP.PCAP.CD,881.919488130062
AGO,1992,NY.GDP.PCAP.CD,668.706017459877
AGO,1993,NY.GDP.PCAP.CD,449.727894936295
AGO,1994,NY.GDP.PCAP.CD,334.973590276074
AGO,1995,NY.GDP.PCAP.CD,404.29481849612
AGO,1996,NY.GDP.PCAP.CD,531.115366543271
AGO,1997,NY.GDP.PCAP.CD,521.70291489053
AGO,1998,NY.GDP.PCAP.CD,429.188126933192
AGO,1999,NY.GDP.PCAP.CD,392.725539027496
AGO,2000,NY.GDP.PCAP.CD,563.733795571487
AGO,2001,NY.GDP.PCAP.CD,533.586202412447
AGO,2002,NY.GDP.PCAP.CD,882.147847234303
AGO,2003,NY.GDP.PCAP.CD,992.698979254665
AGO,2004,NY.GDP.PCAP.CD,1266.21086410236
AGO,2005,NY.GDP.PCAP.CD,1916.46842218625
AGO,2006,NY.GDP.PCAP.CD,2617.05196022633
AGO,2007,NY.GDP.PCAP.CD,3141.0459797605
AGO,2008,NY.GDP.PCAP.CD,4103.0669003635
AGO,2009,NY.GDP.PCAP.CD,3136.64546955947
AGO,2010,NY.GDP.PCAP.CD,3597.34293216332
AGO,2011,NY.GDP.PCAP.CD,4615.91059831778
AGO,2012,NY.GDP.PCAP.CD,5086.02740086376
AGO,2013,NY.GDP.PCAP.CD,5057.74787833163
AGO,2014,NY.GDP.PCAP.CD,5005.9997412707
AGO,2015,NY.GDP.PCAP.CD,3213.90261080059
AGO,2016,NY.GDP.PCAP.CD,1807.95294072643
AGO,2017,NY.GDP.PCAP.CD,2437.25971190821
AGO,2018,NY.GDP.PCAP.CD,2538.59139143371
AGO,2019,NY.GDP.PCAP.CD,2189.85571407618
AGO,2020,NY.GDP.PCAP.CD,1449.92286669308
AGO,2021,NY.GDP.PCAP.CD,1925.87466082167
AGO,2022,NY.GDP.PCAP.CD,2929.69445467272
AGO,2023,NY.GDP.PCAP.CD,2309.53413042773
AGO,2024,NY.GDP.PCAP.CD,2122.08368991872
AGO,1991,SL.UEM.TOTL.ZS,16.855
AGO,1992,SL.UEM.TOTL.ZS,16.978
AGO,1993,SL.UEM.TOTL.ZS,17.399
AGO,1994,SL.UEM.TOTL.ZS,17.4
AGO,1995,SL.UEM.TOTL.ZS,16.987
AGO,1996,SL.UEM.TOTL.ZS,16.275
AGO,1997,SL.UEM.TOTL.ZS,16.172
AGO,1998,SL.UEM.TOTL.ZS,16.371
AGO,1999,SL.UEM.TOTL.ZS,16.593
AGO,2000,SL.UEM.TOTL.ZS,16.682
AGO,2001,SL.UEM.TOTL.ZS,16.7
AGO,2002,SL.UEM.TOTL.ZS,16.488
AGO,2003,SL.UEM.TOTL.ZS,16.498
AGO,2004,SL.UEM.TOTL.ZS,16.378
AGO,2005,SL.UEM.TOTL.ZS,16.36
AGO,2006,SL.UEM.TOTL.ZS,16.206
AGO,2007,SL.UEM.TOTL.ZS,16.153
AGO,2008,SL.UEM.TOTL.ZS,16.228
AGO,2009,SL.UEM.TOTL.ZS,16.431
AGO,2010,SL.UEM.TOTL.ZS,16.618
AGO,2011,SL.UEM.TOTL.ZS,16.77
AGO,2012,SL.UEM.TOTL.ZS,16.562
AGO,2013,SL.UEM.TOTL.ZS,16.492
AGO,2014,SL.UEM.TOTL.ZS,16.406
AGO,2015,SL.UEM.TOTL.ZS,16.49
AGO,2016,SL.UEM.TOTL.ZS,16.575
AGO,2017,SL.UEM.TOTL.ZS,16.61
AGO,2018,SL.UEM.TOTL.ZS,16.594
AGO,2019,SL.UEM.TOTL.ZS,16.497
AGO,2020,SL.UEM.TOTL.ZS,16.69
AGO,2021,SL.UEM.TOTL.ZS,15.799
AGO,2022,SL.UEM.TOTL.ZS,14.602
AGO,2023,SL.UEM.TOTL.ZS,14.537
AGO,2024,SL.UEM.TOTL.ZS,14.464
ALB,1991,NY.GDP.PCAP.CD,336.586994504629
ALB,1992,NY.GDP.PCAP.CD,200.852219772323
ALB,1993,NY.GDP.PCAP.CD,367.279225077581
ALB,1994,NY.GDP.PCAP.CD,586.416135130865
ALB,1995,NY.GDP.PCAP.CD,911.320465445326
ALB,1996,NY.GDP.PCAP.CD,1020.97618050188
ALB,1997,NY.GDP.PCAP.CD,728.545523729675
ALB,1998,NY.GDP.PCAP.CD,831.175344077295
ALB,1999,NY.GDP.PCAP.CD,1056.34481153033
ALB,2000,NY.GDP.PCAP.CD,1160.42047054038
ALB,2001,NY.GDP.PCAP.CD,1326.41652388077
ALB,2002,NY.GDP.PCAP.CD,1479.83884572006
ALB,2003,NY.GDP.PCAP.CD,1908.69900687608
ALB,2004,NY.GDP.PCAP.CD,2446.90949947798
ALB,2005,NY.GDP.PCAP.CD,2741.72136549578
ALB,2006,NY.GDP.PCAP.CD,3057.77257038113
ALB,2007,NY.GDP.PCAP.CD,3743.05529896187
ALB,2008,NY.GDP.PCAP.CD,4498.50486763601
ALB,2009,NY.GDP.PCAP.CD,4213.65007574693
ALB,2010,NY.GDP.PCAP.CD,4149.14469936847
ALB,2011,NY.GDP.PCAP.CD,4465.70914328865
ALB,2012,NY.GDP.PCAP.CD,4222.3470988913
ALB,2013,NY.GDP.PCAP.CD,4420.23461988353
ALB,2014,NY.GDP.PCAP.CD,4602.23051443229
ALB,2015,NY.GDP.PCAP.CD,3981.72662261867
ALB,2016,NY.GDP.PCAP.CD,4168.37544462548
ALB,2017,NY.GDP.PCAP.CD,4614.0479692596
ALB,2018,NY.GDP.PCAP.CD,5365.48880180298
ALB,2019,NY.GDP.PCAP.CD,5460.4305086932
ALB,2020,NY.GDP.PCAP.CD,5370.77749956875
ALB,2021,NY.GDP.PCAP.CD,6413.28280828537
ALB,2022,NY.GDP.PCAP.CD,6846.42669381643
ALB,2023,NY.GDP.PCAP.CD,8575.17134637222
ALB,2024,NY.GDP.PCAP.CD,10011.6279856667
ALB,1991,SL.UEM.TOTL.ZS,10.304
ALB,1992,SL.UEM.TOTL.ZS,30.007
ALB,1993,SL.UEM.TOTL.ZS,25.251
ALB,1994,SL.UEM.TOTL.ZS,20.835
ALB,1995,SL.UEM.TOTL.ZS,14.607
ALB,1996,SL.UEM.TOTL.ZS,13.928
ALB,1997,SL.UEM.TOTL.ZS,16.872
ALB,1998,SL.UEM.TOTL.ZS,20.042
ALB,1999,SL.UEM.TOTL.ZS,20.835
ALB,2000,SL.UEM.TOTL.ZS,19.023
ALB,2001,SL.UEM.TOTL.ZS,18.57
ALB,2002,SL.UEM.TOTL.ZS,17.891
ALB,2003,SL.UEM.TOTL.ZS,16.985
ALB,2004,SL.UEM.TOTL.ZS,16.306
ALB,2005,SL.UEM.TOTL.ZS,15.966
ALB,2006,SL.UEM.TOTL.ZS,15.626
ALB,2007,SL.UEM.TOTL.ZS,15.966
ALB,2008,SL.UEM.TOTL.ZS,13.06
ALB,2009,SL.UEM.TOTL.ZS,13.674
ALB,2010,SL.UEM.TOTL.ZS,14.086
ALB,2011,SL.UEM.TOTL.ZS,13.481
ALB,2012,SL.UEM.TOTL.ZS,13.376
ALB,2013,SL.UEM.TOTL.ZS,15.866
ALB,2014,SL.UEM.TOTL.ZS,18.055
ALB,2015,SL.UEM.TOTL.ZS,17.193
ALB,2016,SL.UEM.TOTL.ZS,15.418
ALB,2017,SL.UEM.TOTL.ZS,13.616
ALB,2018,SL.UEM.TOTL.ZS,12.304
ALB,2019,SL.UEM.TOTL.ZS,11.466
ALB,2020,SL.UEM.TOTL.ZS,11.69
ALB,2021,SL.UEM.TOTL.ZS,11.474
ALB,2022,SL.UEM.TOTL.ZS,10.137
ALB,2023,SL.UEM.TOTL.ZS,10.108
ALB,2024,SL.UEM.TOTL.ZS,10.25
AND,1991,NY.GDP.PCAP.CD,19533.2620668023
AND,1992,NY.GDP.PCAP.CD,20099.5352208543
AND,1993,NY.GDP.PCAP.CD,15916.8395162087
AND,1994,NY.GDP.PCAP.CD,15748.5307503373
AND,1995,NY.GDP.PCAP.CD,18443.2545197741
AND,1996,NY.GDP.PCAP.CD,19130.1597151312
AND,1997,NY.GDP.PCAP.CD,18247.9995651361
AND,1998,NY.GDP.PCAP.CD,18536.5084282698
AND,1999,NY.GDP.PCAP.CD,18875.286913398
AND,2000,NY.GDP.PCAP.CD,21810.2487431414
AND,2001,NY.GDP.PCAP.CD,23511.2951475737
AND,2002,NY.GDP.PCAP.CD,26528.130158144
AND,2003,NY.GDP.PCAP.CD,34063.5784034776
AND,2004,NY.GDP.PCAP.CD,39021.1278101878
AND,2005,NY.GDP.PCAP.CD,40829.801876968
AND,2006,NY.GDP.PCAP.CD,43467.2109930745
AND,2007,NY.GDP.PCAP.CD,48336.2283329823
AND,2008,NY.GDP.PCAP.CD,49132.515707808
AND,2009,NY.GDP.PCAP.CD,43975.0183668093
AND,2010,NY.GDP.PCAP.CD,42746.8309526019
AND,2011,NY.GDP.PCAP.CD,46657.1561173756
AND,2012,NY.GDP.PCAP.CD,41500.5435791686
AND,2013,NY.GDP.PCAP.CD,42470.3161159692
AND,2014,NY.GDP.PCAP.CD,44369.659691379
AND,2015,NY.GDP.PCAP.CD,38654.9347203095
AND,2016,NY.GDP.PCAP.CD,40129.8192007698
AND,2017,NY.GDP.PCAP.CD,40672.9943348258
AND,2018,NY.GDP.PCAP.CD,42819.7745797624
AND,2019,NY.GDP.PCAP.CD,41257.8045846483
AND,2020,NY.GDP.PCAP.CD,37361.0900666982
AND,2021,NY.GDP.PCAP.CD,42425.6996756291
AND,2022,NY.GDP.PCAP.CD,42414.0590092117
AND,2023,NY.GDP.PCAP.CD,46812.4484486309
AND,2024,NY.GDP.PCAP.CD,49303.6733899464
AND,1991,SL.UEM.TOTL.ZS,
AND,1992,SL.UEM.TOTL.ZS,
AND,1993,SL.UEM.TOTL.ZS,
AND,1994,SL.UEM.TOTL.ZS,
AND,1995,SL.UEM.TOTL.ZS,
AND,1996,SL.UEM.TOTL.ZS,
AND,1997,SL.UEM.TOTL.ZS,
AND,1998,SL.UEM.TOTL.ZS,
AND,1999,SL.UEM.TOTL.ZS,
AND,2000,SL.UEM.TOTL.ZS,
AND,2001,SL.UEM.TOTL.ZS,
AND,2002,SL.UEM.TOTL.ZS,
AND,2003,SL.UEM.TOTL.ZS,
AND,2004,SL.UEM.TOTL.ZS,
AND,2005,SL.UEM.TOTL.ZS,
AND,2006,SL.UEM.TOTL.ZS,
AND,2007,SL.UEM.TOTL.ZS,
AND,2008,SL.UEM.TOTL.ZS,
AND,2009,SL.UEM.TOTL.ZS,
AND,2010,SL.UEM.TOTL.ZS,
AND,2011,SL.UEM.TOTL.ZS,
AND,2012,SL.UEM.TOTL.ZS,
AND,2013,SL.UEM.TOTL.ZS,
AND,2014,SL.UEM.TOTL.ZS,
AND,2015,SL.UEM.TOTL.ZS,
AND,2016,SL.UEM.TOTL.ZS,
AND,2017,SL.UEM.TOTL.ZS,
AND,2018,SL.UEM.TOTL.ZS,
AND,2019,SL.UEM.TOTL.ZS,
AND,2020,SL.UEM.TOTL.ZS,
AND,2021,SL.UEM.TOTL.ZS,
AND,2022,SL.UEM.TOTL.ZS,
AND,2023,SL.UEM.TOTL.ZS,
AND,2024,SL.UEM.TOTL.ZS,
ARB,1991,NY.GDP.PCAP.CD,2048.80975499095
ARB,1992,NY.GDP.PCAP.CD,1996.37756455351
ARB,1993,NY.GDP.PCAP.CD,1987.85771434039
ARB,1994,NY.GDP.PCAP.CD,2018.68578469466
ARB,1995,NY.GDP.PCAP.CD,2081.02068852967
ARB,1996,NY.GDP.PCAP.CD,2193.87330891973
ARB,1997,NY.GDP.PCAP.CD,2305.6160606318
ARB,1998,NY.GDP.PCAP.CD,2192.61188801001
ARB,1999,NY.GDP.PCAP.CD,2378.95049111508
ARB,2000,NY.GDP.PCAP.CD,2664.16579571488
ARB,2001,NY.GDP.PCAP.CD,2536.711964719
ARB,2002,NY.GDP.PCAP.CD,2483.10723424941
ARB,2003,NY.GDP.PCAP.CD,2696.67230474801
ARB,2004,NY.GDP.PCAP.CD,3133.73687664723
ARB,2005,NY.GDP.PCAP.CD,3750.69351679806
ARB,2006,NY.GDP.PCAP.CD,4355.08762186879
ARB,2007,NY.GDP.PCAP.CD,4940.70226511719
ARB,2008,NY.GDP.PCAP.CD,6091.93206445673
ARB,2009,NY.GDP.PCAP.CD,5134.45006055159
